dialog_id,summary_piece,position_index
13814412,Aria sends him a contact to a physio and an osteopath.,2
13821091,Barbara is disturbed by the news from Spain.,0
13821091,"The fascist party ""Vox"" came to power in Andalusia.",1
13821091,Almost all Europe is having similar problems right now.,2
13821091,Barbara and William think we're heading for a catastrophe.,3
13821091,Barbara thinks they need to start talking to people and oppose the wrong ideas.,4
13864774,May and Jack are having a baby.,0
13864774,May's four months pregnant and she feels fine.,1
13864774,"They don't know the sex yet, but they thought about the names for the child.",2
13864774,"It will be Julia or Robert, depending on its gender.",3
13815153,Susan sent Mark a motivational speaker's clip.,0
13815153,Mark watched it.,1
13815153,He liked it.,2
13815153,He followef up watching another videos of the speaker.,3
13815153,Susan will watch some as well.,4
13828254,James applies for the position of a Sales Person.,0
13828254,"This is a well-paid position, but Patrick does not know what to say about his motivation to get this job.",1
13828254,Patrick gives James helpful advise and some ideas from the Web.,2
13829088,Ana will come to Denis' birthday party tonight.,0
13728409,Toby was made to clean the garage by his dad.,0
13728409,Toby found some interesting things from Amanda's childhood.,1
13728409,Toby will keep them for Amanda.,2
13865379,Jane got bored by the new Lars von Trier movie trailer.,0
13715989,Joanna has a viral infection but feels better today.,0
13715989,She might join in the outing.,1
13715989,Ann will bring cake and sausages.,2
13715989,Ann will pick Marta up around 3 pm.,3
13728350,Kim is going backpacking through Europe for a month.,0
13728350,She will stay at her mom's friend's place in Paris for two weeks.,1
13728350,Kerri recons the Louvre is a must.,2
13716303,"Jordan will wear the blouse she got for her birthday, the beige trousers, purple sneakers, the necklace Lee gave her for birthday and the small earrings from Michelle.",0
13828405,"Kate did their invitations by herself, but she consulted her graphic design lecturer.",0
13828405,They will start handing them out personally next week.,1
13828405,They will only send one invitation - to Kate's aunt in Canada.,2
13865107,Maria and Jeff are in their room.,0
13865107,"Jose can't come, because he's Cuban.",1
13865107,They will come out after 5 pm when it's cooler.,2
13865107,Jose'll write where they can meet.,3
13682619,Fiona wants to repaint her room.,0
13682619,Larry is going to help her under the condition she picks the colour before they go to the store.,1
13728018,Liam is looking for a present for his mother's birthday.,0
13820995,Erica is worried about Paul.,0
13820995,He's distant and cold and they haven't talked on the phone for days.,1
13820995,"He has never told her that he loves her, but they've only been together for less than a year.",2
13729760-1,Andy found two locations for tomorrow's session.,0
13729760-1,Agnes will come to Andy's at 9.00.,1
13729760-1,She should bring comfortable clothes in bright colours.,2
13729416,Arlo googled what an 'eight-track tape' is.,0
13612124,Jack is trying to bake a cake for Peg's birthday tomorrow and is not sure what a cup means.,0
13612124,Steve is trying to help him and finally they agree to come over and and assist Jack and have a beer and two as well.,1
13681947,"Kuba will join Essa, Katia and Olia for the M&A task.",0
13681947,They will choose a company to work on.,1
13681947,The deadline is in January.,2
13681947,They have to write 11 pages paper for Business Ethics but there will be no exam.,3
13681947,The teacher will give the topics before the winter break.,4
13829284,Lea and Mark had a car accident.,0
13829284,"They are unharmed, but their car is totally destroyed.",1
13829284,They will not be able to go on a trip with Julia today.,2
13728823,Maxine got some harsh feedback and has to do a beginners course which is offered to new staff.,0
13728823,Mel will talk to Sheila about it.,1
13730344,Harry was about to check out at Tesco when Lindsay remembered she still needs a few more things.,0
13730344,Harry got everything she wanted.,1
13814563,Rey and Campbell will spend a romantic night tomorrow.,0
13814563,"They will not be seeing each other in few months, so Rey wants to have fun with Campbell now.",1
13829210,"Del accused Stanley of having an affair, because he couldn't go with her this weekend due to his work.",0
13829210,"They've only been together for 4 months, so it's not a good sign.",1
13829210,Now Bill and Stanley need to take care of the Lidem project.,2
13829210,"Division of tasks is on Stanley, because Alison is unreachable.",3
13829724,Skye and Holly are interested in going to a cabin in the countryside for the weekend.,0
13829724,Holly will enquire with her friends who own it if it is available.,1
13611417,Dave is planning a birthday surprise for his friend.,0
13611417,Stacy isn't sure vodka is a good gift.,1
13611417,Others got him pole dancing course.,2
13727692,Hannah accompanied by 15 people will perform at the Saturday's dance.,0
13727692,The song is a secret.,1
13727692,Hannah thinks Helen should wear the red dress for the dance.,2
13727692,"Hannah will wear black, just like the other performers.",3
13828654,Thomas is informing Marshall that Broderick Spencer accessed the lab last night.,0
13828654,"Thomas doesn't want Marshall to talk to anyone about it as it'll turn out he has the backup system, which is forbidden by his agreement.",1
13828654,Instead Marshall can control Broderick closely and even spy on him.,2
13682254,Tim will pick up Chris at 3.30 today.,0
13682254,Chris will help Tim with a new sofa.,1
13682254,"Afterwards, they'll go for a beer to the new pub near the university.",2
13818751,"Tracy thinks Bridget is upset with her, but doesn't know why even though she asked.",0
13818751,Carrie will talk to Bridget about it.,1
13828019,Sarah will go to Diane's birthday party.,0
13828019,"Lucy didn't get an email with the invitation, so she doesn't want to go.",1
13828019,Sarah will call Diane and ask her whether Lucy is invited.,2
13817162-1,Milagros is filing in documents for her blog.,0
13817162-1,Corban will go clubbing on Friday.,1
13680968,"On the following week, Sarah will get her time off from Monday to Wednesday.",0
13862531,"Daniel has just finished watching Grand Blue anime series, recommending it to Tyler.",0
13862531,"Tyler will put Grand Blue on his ""to watch"" list.",1
13829252,Olivia went on a date.,0
13829252,She doesn't know if she wants to continue this relationship.,1
13829252,He invited Olivia to the cinema again.,2
13864823,"Lena, Kim, Jeff and Tom are studying for the EU law exam.",0
13864823,Malta and Luxembourg are members of the EU.,1
13864823,Other microstates are not.,2
13864823,"San Marino kept the referendum about joining the EU, but the result was invalid.",3
13864823,European Commission declared the EU is not adapted to the accession of microstates.,4
13728014,Franklin will join Ellie on Thanksgiving in Minneapolis.,0
13728014,Ellie and Franklin are going to the pub at 6 pm on Friday.,1
13681789,Claire and Max went out last night.,0
13681789,Claire was sick at 4am and she's hangover today.,1
13681789,Max is on the plane to Lanzarote.,2
13681789,Claire cooked dinner for Annie but it was terrible.,3
13828416,Andy took a bus to work and was nearly two hours late due to heavy snow.,0
13828416,Lennie will arrange shopping with home deliveries and Andy doesn't mind him spending his money.,1
13828416,Andy's parents are coming by train and his mom will bring the turkey.,2
13815544,Stacy throws a dress up party.,0
13815544,Chritina wants to show her black dress off.,1
13815544,She will dress up as Maleficent.,2
13815544,She will bring wine.,3
13681714,"Samuel's language is Telugu, which is spoken in south east India.",0
13681714,It has nearly 90 million speakers; it's written left to right; it's based on Brahmin script.,1
13681714,Teluguland has 23 provinces.,2
13681714,It's quite poor.,3
13681714,"""Anna"" means ""elder brother"" and Thammu or Thammadu - ""younger brother"".",4
13681714,"Tim's 55, Samuel's 35.",5
13865478,Jeff's car crashed into wall.,0
13865478,Hans says Jeff will have to pay up to £5000.,1
13865478,"Angelo and Andrew were in the car too, so they want to share this expense.",2
13865478,Mario thinks Jeff should try getting some money from the company.,3
13715829,Ronnie reckons it's perfectly normal for smart people making money off stupid ones but Owen disagrees.,0
13715829,"Ronnie, Evan and Felix think some of magic stuff might just work thanks to placebo effect so people benefit from it.",1
13680144,Debby is going to a wedding with a friend next Saturday.,0
13680144,"Debby sends photos of dresses to Maggie, so Maggie can help her decide what to wear.",1
13680144,They discuss Debby's outfit for the wedding.,2
13680144,Maggie offers to lend Debby one of her bags.,3
13716389,"Felicia won't meet Phobe and Maggie, because she broke her leg and is in hospital now.",0
13716389,The test form linguistics is on 14th of October.,1
13716389,Felicia asks Phobe and Maggie to make notes for her.,2
13716389,They will visit her as soon as possible.,3
13729653,Philip and Chris are waiting for the time when pot is legal in Poland.,0
13729653,Chris doesn't like the way the EU functions.,1
13829885,Kelly was at Chris' party last Saturday.,0
13829885,She had fun.,1
13829885,There are rumors about Kelly and a man named Tom.,2
13829885,Kelly met with Tom.,3
13829885,Wendy is going out today.,4
13829885,Kelly will take Wendy's dog for a walk at Wendy's request.,5
13731457,Sharly will collect 1 kg of onion and 0.5 kg of cabbage from Dan and pay him Rs.,0
13731457,20.,1
13815926,After Christmas Kate is on her way back to town.,0
13815926,She will meet Joe at 9.15.,1
13728233,Helen went to London to meet with some friends from Spain.,0
13728233,"One of them had 40th birthday, so her boyfriend prepared a surprise trip.",1
13728233,Macy is about to reserve a table in a restaurant.,2
13611518,Adam is looking at airbnb to book NYC.,0
13611518,Tom wants to make sure the basics are included.,1
13611518,Adam booked one near the Central Park for 38 per night.,2
13815231,Mary instructs Jennifer on how to prepare a presentation on global warming.,0
13815231,Jennifer will give the presentation on Friday.,1
13815231,It'll be her first with such a vast audience.,2
13813927,Amy doesn't go to escape rooms because she's afraid.,0
13813927,John tries to convince her.,1
13716640,Tom will take care of his friends' place in Boston in December.,0
13716640,"Dorothy, Peter, Carmen, Laura and Grace will join him and they will spend New Year's Eve there.",1
13716640,"Toby can't come because he is going to Barbados with Lore, which makes others a bit envious.",2
13715839,Jo will be in around 6.30 as the train is delayed.,0
13728730,Lukass started a new school.,0
13728730,Lucass misses Marta and Patty the most.,1
13728730,Marta wants erasmus again.,2
13728730,"Lukass may come to Rybnik by bike, and Marta to Alutus.",3
13863108,Cyneley had to start delivering milk because her parents cut her off since she decided to stay one more year at school.,0
13863108,Daijon suggests finding a regular job closer to her major.,1
13829245,Lonya's having holidays.,0
13829245,She doesn't like the fact that every foreigner does the same activities.,1
13829245,Most of the structures there are reconstructed.,2
13829245,Lonya objects to the fact that it's not explicitly said.,3
13829245,Lonya is staying there for 10 more days.,4
13828821,Barrie is already on the train.,0
13828821,"Kev, his grandson is having a breakfast.",1
13828821,Barrie took a flight and is going back home after holidays in hot climate zone.,2
13828821,There is a lot of snow at home.,3
13828821,Barrie texted Kev's mom.,4
13864968,Jeff is not going to the conference in SF.,0
13864968,The flight is expensive.,1
13716273,"Toby and Lucy wanted to go on a double date with Alice and Luke tomorrow, but they'll have to go alone, because Alice and Luke are going to see Alice's parents.",0
13717089,"Kate, Dan, Steve and Ada will have the seminar with Dr. Olsen tomorrow at 3 p.m. room 342.",0
13611922,Rick and Diddy want to go the baseball game today against New York.,0
13611922,The last game of their club against the Royals was very good.,1
13611922,Rick has a cap but Diddy's shirt is dirty.,2
13611922,In case they can't get tickets they will do something downtown.,3
13611922,They arrange to meet at 5 but Diddy might be late.,4
13810112,Leah and Mason will see at 3 to go over a new machine.,0
13810112,There will be Ed too.,1
13731336,"Tom invites July to dinner, but she already has a meeting with her parents.",0
13731336,She suggests they should meet next week.,1
13731336,Tom is feeling insecure about July and is not sure if she wants to see him.,2
13731336,They end up on planning a meeting on Wednesday.,3
13865318,Lane and Kristopher are arriving.,0
13865318,Cortney is there already.,1
13865318,Hailey is in a taxi on the bridge.,2
13865318,Allison's not ready because she's mistaken the dates.,3
13865318,Hailey will pick up Allison in 10 minutes.,4
13865318,They will all meet in 30 minutes.,5
13716494,"Mario, Helen, Kate, Mati, Karl, and June are going to have a BBQ in Helen's garden on 15 September.",0
13716494,"Helen lives in New Jersey now, Kate in Williamsburg, Karl in Boston and Meredith in Texas",1
13864725,Peter is organizing the upcoming trip.,0
13864725,The date suitable for most employees is 7-9.12.,1
13864725,The company has reserved a spa in the Lake District.,2
13864725,"They will travel by bus, meeting at the Euston Railway Station and leaving at 7.",3
13864725,All the employees have a spa silver package - they can use up to 3 treatments.,4
13829649,"Alice and Eva will go to the cinema tonight to see ""The Miseducation of Cameron Post"".",0
13829649,They will meet in an hour.,1
13829649,Right now Eva is watching a documentary about genetic sexual attraction.,2
13829649,Eva sends a link to the documentary to Alice.,3
13813271,Martha and Anna are going to meet.,0
13813271,Martha will buy some crisps and two sandwiches.,1
13728989,Victor is happy about going on a date with Jane soon.,0
13728989,Victor will let Finn know how it goes.,1
13682139,Sam will borrow Guy the Witcher books.,0
13729476,The dean called Yuri in his office today to talk about the fight.,0
13729476,Yuri will tell it's not his fault.,1
13729476,Yuri and Greg are worried he's gonna be mad.,2
13716568,Mark will cancel his day off on Mr. Benson's request.,0
13716568,Claudia will call out major clients to ask about their satisfaction and provide data by 10:30.,1
13716568,Andy will prepare a presentation on the company byt the end of the day.,2
13716568,Mark will do data mining on client's financial situation.,3
13730604,Joe is going shopping tomorrow.,0
13730604,Otherwise Sue will be mad at him for not getting her a gift for her birthday on Saturday.,1
13730604,Joe and Patty decide that earrings within the range of $500 would be the best gift for Sue.,2
13730604,Patty can help Joe pick them out.,3
13862730,Rob joined the army.,0
13862730,Cornelia lives in Gdansk with her boyfriend.,1
13862730,Last time Rob and Cornelia met was at a bar next to a fire station.They want to meet again when Cornelia is around her hometown.,2
13819924,Jarod is organising a trip for 4 to Cabo.,0
13611381,Robert invited Pablo to hang out.,0
13611381,They agreed to organise a party at 8.,1
